fecha,valor
1943-01-01,0.00000000000010984646
1943-02-01,0.00000000000010921092
1943-03-01,0.00000000000011093354
1943-04-01,0.00000000000011166941
1943-05-01,0.00000000000011069940
1943-06-01,0.00000000000011081647
1943-07-01,0.00000000000010456152
1943-08-01,0.00000000000010564860
1943-09-01,0.00000000000010467859
1943-10-01,0.00000000000010576568
1943-11-01,0.00000000000010576568
1943-12-01,0.00000000000010543118
1944-01-01,0.00000000000010616706
1944-02-01,0.00000000000010638449
1944-03-01,0.00000000000010707019
1944-04-01,0.00000000000010586603
1944-05-01,0.00000000000010543118
1944-06-01,0.00000000000010735450
1944-07-01,0.00000000000010725415
1944-08-01,0.00000000000010877608
1944-09-01,0.00000000000010855866
1944-10-01,0.00000000000010929454
1944-11-01,0.00000000000010929454
1944-12-01,0.00000000000010951196
1945-01-01,0.00000000000011804145
1945-02-01,0.00000000000012029925
1945-03-01,0.00000000000012926358
1945-04-01,0.00000000000012938065
1945-05-01,0.00000000000012983222
1945-06-01,0.00000000000012989911
1945-07-01,0.00000000000013142104
1945-08-01,0.00000000000013023359
1945-09-01,0.00000000000013098620
1945-10-01,0.00000000000013108655
1945-11-01,0.00000000000013132070
1945-12-01,0.00000000000013421403
1946-01-01,0.00000000000014362992
1946-02-01,0.00000000000014384734
1946-03-01,0.00000000000014806191
1946-04-01,0.00000000000015062076
1946-05-01,0.00000000000015021937
1946-06-01,0.00000000000015277821
1946-07-01,0.00000000000015311271
1946-08-01,0.00000000000015204234
1946-09-01,0.00000000000015225975
1946-10-01,0.00000000000015602275
1946-11-01,0.00000000000015669176
1946-12-01,0.00000000000015936767
1947-01-01,0.00000000000015799627
1947-02-01,0.00000000000015906663
1947-03-01,0.00000000000016878355
1947-04-01,0.00000000000016888390
1947-05-01,0.00000000000016906787
1947-06-01,0.00000000000017696183
1947-07-01,0.00000000000017502179
1947-08-01,0.00000000000017662734
1947-09-01,0.00000000000017684476
1947-10-01,0.00000000000017587473
1947-11-01,0.00000000000017751374
1947-12-01,0.00000000000018313318
1948-01-01,0.00000000000018018966
1948-02-01,0.00000000000017967119
1948-03-01,0.00000000000018291576
1948-04-01,0.00000000000018398612
1948-05-01,0.00000000000018853517
1948-06-01,0.00000000000019392046
1948-07-01,0.00000000000019348562
1948-08-01,0.00000000000019746605
1948-09-01,0.00000000000020556072
1948-10-01,0.00000000000020619624
1948-11-01,0.00000000000020664781
1948-12-01,0.00000000000021765252
1949-01-01,0.00000000000021883996
1949-02-01,0.00000000000021828803
1949-03-01,0.00000000000023317283
1949-04-01,0.00000000000024451204
1949-05-01,0.00000000000025161996
1949-06-01,0.00000000000025456346
1949-07-01,0.00000000000025927975
1949-08-01,0.00000000000026371177
1949-09-01,0.00000000000026784271
1949-10-01,0.00000000000027516805
1949-11-01,0.00000000000028401528
1949-12-01,0.00000000000029090577
1950-01-01,0.00000000000028573791
1950-02-01,0.00000000000029318031
1950-03-01,0.00000000000029328065
1950-04-01,0.00000000000029965267
1950-05-01,0.00000000000031390196
1950-06-01,0.00000000000032286628
1950-07-01,0.00000000000032296664
1950-08-01,0.00000000000032360217
1950-09-01,0.00000000000033642985
1950-10-01,0.00000000000034919065
1950-11-01,0.00000000000034842130
1950-12-01,0.00000000000035522817
1951-01-01,0.00000000000035176619
1951-02-01,0.00000000000036213536
1951-03-01,0.00000000000036322249
1951-04-01,0.00000000000039603595
